"customer_id","total_orders","total_spent","avg_item_revenue"
"13878","4","2416.90","23.695098"
"16470","11","2416.85","5.164209"
"12802","7","2416.42","17.510290"
"13118","9","2415.41","16.320338"
"14205","9","2414.20","19.627642"
"12397","2","2409.90","19.126190"
"16833","6","2409.04","26.185217"
"16163","6","2407.98","35.411471"
"15341","2","2402.72","100.113333"
"13173","11","2399.82","11.110278"
"15793","8","2399.57","79.985667"
"12393","6","2399.45","22.424766"
"14414","8","2399.33","20.333305"
"16147","5","2398.91","17.639044"
"17921","10","2394.36","6.651000"
"16812","4","2392.00","20.800000"
"15366","7","2389.08","17.312174"
"16105","5","2386.19","21.692636"
"16638","15","2380.13","17.247319"
"17827","6","2376.17","8.456121"
"17434","7","2373.82","17.715075"
"13908","4","2369.55","19.422541"
"17623","7","2365.77","12.194691"
"16005","10","2365.49","4.887376"
"14496","7","2363.89","22.300849"
"14295","5","2362.91","32.818194"
"16676","6","2361.90","17.758647"
"15860","17","2361.30","6.884257"
"17634","9","2358.59","7.968209"
"15015","13","2354.97","8.010102"
"17969","20","2354.29","11.540637"
"14810","13","2354.03","7.820698"
"16083","4","2351.42","33.118592"
"16085","12","2341.03","6.242747"
"12704","8","2340.84","26.600455"
"17591","8","2339.32","13.291591"
"12584","9","2338.15","24.355729"
"15549","8","2334.16","14.497888"
"13614","6","2332.74","8.836136"
"16496","6","2330.77","16.889638"
"17313","1","2328.84","97.035000"
"17004","4","2324.36","33.686377"
"14938","2","2322.43","32.710282"
"13091","3","2321.82","51.596000"
"13055","4","2321.11","15.072143"
"16628","7","2318.10","18.544800"
"12724","7","2317.52","17.965271"
"12948","9","2317.43","18.539440"
"14346","5","2315.75","15.861301"
"17193","9","2310.04","52.500909"
"17282","5","2308.54","11.316373"
"13704","9","2308.06","17.224328"
"17113","6","2305.59","14.592342"
"17894","18","2304.58","5.732786"
"15946","3","2304.18","88.622308"
"14555","6","2304.03","19.692564"
"18095","5","2303.09","47.981042"
"16077","1","2300.40","287.550000"
"16531","11","2298.33","16.654565"
"13371","2","2297.66","24.974565"
"12599","13","2296.72","17.268571"
"12649","8","2294.65","19.446186"
"13280","7","2293.33","11.186976"
"13059","10","2291.77","11.574596"
"17047","6","2289.23","16.121338"
"17018","6","2287.70","61.829730"
"16485","5","2287.19","15.883264"
"14481","5","2284.69","15.231267"
"12684","7","2283.63","21.748857"
"18051","7","2282.28","41.496000"
"13655","6","2280.51","19.163950"
"14554","4","2279.49","11.229015"
"13994","6","2274.14","15.365811"
"17994","11","2270.03","7.418399"
"12725","4","2266.76","21.384528"
"15638","6","2265.20","90.608000"
"15734","4","2263.30","52.634884"
"13652","5","2262.05","16.042908"
"13814","3","2257.32","28.573671"
"13117","18","2255.66","13.923827"
"16350","9","2253.89","18.474508"
"17414","6","2249.52","107.120000"
"14432","6","2248.50","5.964191"
"14644","7","2247.72","36.253548"
"16177","8","2247.31","19.045000"
"16174","7","2246.75","34.565385"
"16883","19","2246.06","8.412210"
"13627","7","2245.90","17.410078"
"16042","8","2245.32","17.405581"
"13407","3","2244.70","26.408235"
"16823","7","2243.09","12.965838"
"14462","12","2242.81","7.981530"
"15865","5","2241.42","17.789048"
"15629","4","2240.90","29.102597"
"16551","7","2237.12","25.421818"
"17180","11","2236.77","5.591925"
"17075","10","2236.63","11.239347"
"16108","4","2235.92","16.562370"
"16076","10","2234.73","17.323488"
"13662","11","2233.61","16.423603"
"18215","5","2232.49","25.084157"
"14449","8","2230.96","4.618965"
"12783","6","2225.91","26.498929"
"13365","2","2225.37","17.385703"
"14321","7","2218.06","12.391397"
"17648","5","2216.37","17.730960"
"18177","9","2216.32","22.387071"
"13478","5","2215.78","17.726240"
"13455","6","2212.99","19.412193"
"13320","6","2211.60","14.842953"
"15550","12","2211.05","9.408723"
"15476","4","2209.98","27.974430"
"14177","13","2209.69","10.778976"
"13094","13","2209.44","76.187586"
"14834","7","2206.16","25.358161"
"14467","12","2203.24","7.271419"
"13410","9","2201.96","44.039200"
"14006","7","2196.67","28.528182"
"15100","7","2193.90","137.118750"
"16317","5","2192.51","18.739402"
"15934","2","2190.66","75.540000"
"14212","2","2190.14","104.292381"
"14597","6","2184.63","22.996105"
"15864","7","2180.76","94.815652"
"17905","13","2178.87","14.923767"
"17324","12","2171.07","14.972897"
"12856","6","2170.78","6.980000"
"12501","1","2169.39","14.559664"
"17732","8","2166.42","17.757541"
"14595","8","2164.45","15.915074"
"15944","4","2164.24","56.953684"
"14573","13","2163.12","6.977806"
"17822","5","2162.93","12.798402"
"17460","16","2157.97","15.751606"
"14407","6","2157.73","29.557945"
"16379","4","2157.40","19.975926"
"13643","10","2156.77","21.144804"
"15426","9","2156.35","5.026457"
"13224","2","2155.95","19.962500"
"16966","7","2154.97","76.963214"
"16600","13","2153.41","15.058811"
"16275","3","2151.11","19.379369"
"14216","5","2150.04","27.922597"
"16716","3","2149.68","268.710000"
"17272","4","2148.63","18.847632"
"16520","6","2148.38","6.103352"
"16004","5","2146.39","23.848778"
"13152","7","2146.38","15.899111"
"16134","5","2145.34","18.494310"
"18009","8","2144.23","11.978939"
"12576","8","2142.72","15.089577"
"13092","12","2140.28","20.383619"
"12687","2","2138.91","16.975476"
"17029","7","2137.30","73.700000"
"17305","1","2135.46","237.273333"
"18116","13","2134.49","3.784557"
"12560","3","2134.01","20.323905"
"16493","7","2132.09","19.208018"
"13517","3","2128.42","15.095177"
"14634","4","2124.46","19.490459"
"16807","6","2123.88","14.956901"
"16996","9","2123.61","28.314800"
"14472","9","2118.72","6.856699"
"14360","4","2118.03","18.102821"
"15658","8","2117.27","20.757549"
"14691","5","2114.33","29.779296"
"16201","5","2112.12","17.033226"
"16054","4","2111.88","17.310492"
"12997","8","2110.91","19.728131"
"14399","8","2108.21","10.980260"
"13755","9","2108.06","6.567165"
"13610","14","2103.71","5.272456"
"15252","5","2103.41","17.825508"
"14276","7","2102.68","17.377521"
"14499","7","2101.79","6.758167"
"15815","5","2100.60","42.869388"
"12975","6","2100.09","18.750804"
"17897","9","2099.89","8.014847"
"17159","5","2099.59","16.150692"
"12610","5","2099.54","19.806981"
"17742","11","2098.48","24.688000"
"13753","4","2094.57","26.182125"
"13591","7","2093.94","20.732079"
"14469","4","2093.46","14.437655"
"13265","5","2092.66","23.251778"
"15456","10","2091.52","9.213744"
"15151","2","2085.61","36.589649"
"17705","11","2083.90","17.365833"
"16016","11","2083.40","7.014815"
"16934","6","2083.14","14.774043"
"14443","5","2082.97","15.661429"
"18026","2","2074.07","122.004118"
"17048","7","2071.68","20.511683"
"17585","7","2064.71","5.376849"
"13748","9","2064.35","35.592241"
"16726","7","2063.88","7.877405"
"12586","4","2062.67","21.943298"
"16795","3","2062.41","6.138125"
"15221","4","2062.20","71.110345"
"13476","5","2061.47","19.447830"
"18258","6","2059.67","41.193400"
"17633","7","2057.39","20.370198"
"12518","5","2056.89","16.587823"
"15253","8","2055.09","17.716293"
"14188","6","2054.36","31.605538"
"16235","9","2053.71","17.858348"
"16794","15","2052.70","4.089044"
"16176","4","2052.69","28.509583"
"17086","6","2050.08","21.355000"
"13874","7","2049.15","29.697826"
"16027","15","2048.36","58.524571"
"14232","5","2048.07","17.809304"
"17666","5","2047.80","46.540909"
"13663","5","2047.51","20.681919"
"14000","5","2046.34","41.762041"
"15473","8","2046.00","146.142857"
"12868","8","2043.76","15.251940"
"17289","9","2041.80","7.675940"
"12585","2","2040.10","23.449425"
"14988","7","2038.65","8.675106"
"16214","4","2038.25","20.798469"
"16331","6","2037.70","59.932353"
"17846","1","2033.10","2033.100000"
"13630","7","2031.78","28.616620"
"14225","4","2031.07","23.617093"
"15272","6","2030.95","7.101224"
"15506","6","2030.33","7.437106"
"15164","9","2028.11","5.761676"
"15384","4","2027.79","17.184661"
"12873","3","2027.30","57.922857"
"13989","5","2026.06","23.558837"
"14631","6","2025.69","22.260330"
"14651","9","2025.52","7.157314"
"12418","4","2021.20","19.815686"
"13696","3","2020.40","84.183333"
"16221","9","2019.92","8.451548"
"12348","5","2019.40","39.596078"
"14623","10","2016.98","7.152411"
"16197","9","2016.71","21.685054"
"17152","4","2016.50","126.031250"
"17126","9","2016.43","4.531303"
"13693","9","2011.82","18.979434"
"17671","5","2009.16","26.788800"
"13888","7","2001.59","11.705205"
"16332","11","2000.01","10.152335"
"16698","2","1998.00","399.600000"
"14628","5","1998.00","23.232558"
"15990","7","1997.75","11.286723"
"14152","7","1997.34","15.017594"
"15481","1","1993.34","52.456316"
"14301","4","1992.18","37.588302"
"16065","8","1992.13","5.643428"
"13889","6","1991.23","23.990723"
"17088","4","1991.01","17.313130"
"16960","8","1990.88","4.434031"
"17351","12","1988.23","28.814928"
"16529","4","1986.80","15.521875"
"15478","3","1983.48","28.746087"
"14967","6","1982.61","68.365862"
"17337","4","1981.06","3.802418"
"13725","8","1980.56","19.043846"
"12582","4","1980.40","19.227184"
"17158","5","1980.00","17.522124"
"15030","8","1979.91","59.997273"
"15795","8","1979.87","15.113511"
"13208","9","1976.30","7.842460"
"18204","3","1975.35","10.288281"
"15531","2","1972.39","9.006347"
"17797","8","1971.87","7.276273"
"14905","8","1971.39","25.274231"
"12674","4","1970.60","23.742169"
"14477","7","1969.60","140.685714"
"14396","7","1969.38","7.909157"
"16032","6","1965.72","9.360571"
"17966","10","1963.92","17.379823"
"17997","8","1962.46","11.966220"
"12399","7","1962.30","17.839091"
"15789","6","1962.01","14.217464"
"16290","4","1957.70","15.787903"
"17039","1","1954.99","44.431591"
"18016","7","1954.56","11.565444"
"14794","10","1953.90","18.787500"
"17554","5","1952.45","22.186932"
"13761","6","1952.17","16.001393"
"15885","15","1951.82","16.972348"
"16993","2","1950.95","69.676786"
"14014","3","1948.21","25.634342"
"15620","4","1942.36","15.057054"
"15425","4","1941.12","13.574266"
"12385","1","1938.40","29.821538"
"16619","4","1938.33","16.709741"
"14418","3","1937.25","15.622984"
"15561","8","1934.39","21.025978"
"12528","6","1933.48","21.016087"
"12531","2","1933.20","15.222047"
"16859","7","1932.41","17.567364"
"15803","4","1929.66","37.836471"
"17236","12","1929.26","12.210506"
"16788","5","1928.93","4.035418"
"13029","5","1927.30","113.370588"
"14492","7","1921.91","20.890326"
"16681","7","1921.84","39.221224"
"18220","6","1921.76","76.870400"
"14901","12","1919.00","14.320896"
"12644","4","1918.49","17.283694"
"12842","4","1917.99","39.958125"
"14332","5","1917.41","30.925968"
"16650","7","1916.11","19.552143"
"16555","6","1915.68","29.025455"
"16692","4","1914.70","382.940000"
"17046","5","1906.07","22.424353"
"16942","9","1904.99","6.877220"
"14250","3","1904.05","17.153604"
"14127","6","1900.08","16.240000"
"14710","13","1899.79","4.397662"
"12762","2","1898.52","27.514783"
"14389","5","1898.01","21.816207"
"14730","8","1897.57","4.107294"
"17560","8","1895.80","34.469091"
"14327","6","1894.93","17.876698"
"15248","3","1893.93","17.867264"
"13984","12","1893.80","21.520455"
"17350","7","1893.70","13.335915"
"16631","7","1892.52","23.656500"
"13276","5","1891.91","7.915941"
"15381","5","1890.57","78.773750"
"14912","6","1889.25","29.988095"
"17609","11","1887.90","4.903636"
"16172","8","1884.55","16.677434"
"14403","6","1880.51","75.220400"
"16660","7","1879.55","78.314583"
"18151","6","1879.44","17.730566"
"17227","12","1878.93","16.481842"
"15197","6","1877.51","31.822203"
"13946","6","1876.23","33.504107"
"16426","10","1863.76","5.279773"
"14887","1","1862.00","310.333333"
"13503","6","1859.24","9.837249"
"14305","3","1858.96","17.704381"
"14130","4","1858.77","8.448955"
"16043","8","1856.59","25.432740"
"15081","12","1854.57","18.362079"
"16049","6","1852.15","3.818866"
"16917","2","1851.88","37.037600"
"12383","5","1850.56","18.692525"
"12381","5","1845.31","21.210460"
"12507","4","1844.06","37.633878"
"18180","6","1843.75","15.493697"
"12694","3","1843.35","22.209036"
"12950","3","1843.00","80.130435"
"15201","7","1842.95","18.429500"
"16102","3","1842.14","32.318246"
"14224","9","1841.71","8.042402"
"13168","5","1840.73","10.640058"
"17919","2","1840.32","46.008000"
"15822","6","1840.06","28.308615"
"14870","6","1838.95","28.291538"
"13924","6","1838.85","15.716667"
"17015","3","1838.61","8.591636"
"16175","7","1836.44","18.739184"
"15402","6","1830.54","13.973588"
"16152","1","1829.04","63.070345"
"16825","5","1826.89","28.545156"
"17244","5","1826.04","15.217000"
"14896","8","1826.00","7.217391"
"15678","3","1825.94","19.847174"
"14715","8","1825.45","13.324453"
"13884","10","1825.03","10.027637"
"17642","5","1824.49","16.893426"
"16169","4","1822.97","21.446706"
"14738","9","1821.90","22.773750"
"15339","7","1821.02","8.277364"
"16205","7","1820.11","9.239137"
"17828","4","1820.09","27.165522"
"14553","9","1818.60","6.314583"
"16233","9","1818.31","24.908356"
"17787","4","1817.54","14.199531"
"15807","5","1817.52","20.653636"
"12494","9","1815.27","16.808056"
"16880","8","1813.21","9.908251"
"14915","11","1811.25","20.125000"
"16474","7","1810.65","5.372849"
"14893","3","1809.61","17.071792"
"15530","5","1808.68","12.737183"
"17888","25","1807.44","11.296500"
"15133","5","1806.90","36.875510"
"13561","11","1803.40","7.875109"
"18161","6","1803.10","19.388172"
"14723","11","1803.06","4.334279"
"16797","5","1802.02","4.527688"
"16249","5","1800.07","26.087971"
"18235","3","1796.48","17.273846"
"18236","12","1795.35","18.319898"
"17165","6","1794.32","17.943200"
"14708","5","1793.22","43.737073"
"18122","6","1793.06","5.022577"
"13711","9","1792.26","19.481087"
"13375","2","1792.23","25.242676"
"12369","3","1791.15","19.259677"
"17603","4","1788.38","16.871509"
"13782","13","1786.08","7.504538"
"15608","5","1785.98","17.009333"
"16611","6","1785.13","16.228455"
"15452","6","1785.11","8.970402"
"15128","5","1783.68","14.501463"
"16110","4","1781.59","4.143233"
"18214","4","1780.34","30.695517"
"15220","6","1778.96","15.204786"
"16770","9","1778.93","5.247581"
"16510","6","1777.50","15.870536"
"12458","4","1777.49","21.160595"
"12908","5","1776.00","355.200000"
"12778","9","1775.68","15.576140"
"13920","4","1774.68","20.635814"
"16124","4","1772.49","21.615732"
"15594","5","1771.78","17.201748"
"14850","7","1770.96","9.081846"
"14933","4","1770.00","442.500000"
"15972","5","1769.33","12.728993"
"15736","2","1767.12","17.671200"
"13456","6","1766.72","28.043175"
"16751","1","1764.72","70.588800"
"13648","8","1764.02","16.641698"
"13717","8","1763.30","14.220161"
"12784","3","1763.15","13.667829"
"15777","7","1762.61","45.195128"
"16511","6","1760.49","5.791086"
"16620","6","1758.93","18.712021"
"16266","14","1757.95","16.127982"
"16595","5","1757.75","3.888827"
"12809","3","1755.94","21.678272"
"14704","11","1752.92","3.852571"
"14522","8","1748.42","38.853778"
"16639","4","1747.98","21.580000"
"13808","5","1747.66","22.995526"
"17695","5","1746.04","28.623607"
"16348","8","1744.42","6.894941"
"16380","1","1743.15","56.230645"
"15605","9","1741.95","17.595455"
"12425","2","1741.41","19.136374"
"16087","5","1739.92","173.992000"
"17974","6","1739.09","4.817424"
"14584","8","1738.16","7.973211"
"14075","6","1734.87","21.418148"
"17268","11","1733.89","57.796333"
"13026","9","1733.08","21.135122"
"14400","3","1732.47","23.732466"
"17432","9","1728.99","6.310182"
"16891","11","1727.94","4.133828"
"14387","3","1727.60","12.428777"
"16809","9","1727.43","6.669614"
"15730","5","1726.58","15.554775"
"17190","7","1726.57","9.087211"
"14304","3","1725.01","19.602386"
"13363","3","1723.86","16.900588"
"16374","5","1723.40","4.980925"
"17135","10","1722.18","12.043217"
"17451","7","1721.40","17.214000"
"16119","8","1720.81","31.866852"
"15267","5","1717.36","156.123636"
"13705","7","1717.19","23.205270"
"14021","7","1716.58","19.073111"
"17162","10","1715.46","16.494808"
"14692","12","1715.14","10.787044"
"14741","7","1713.09","22.540658"
"18239","6","1712.26","17.836042"
"14447","6","1711.73","16.148396"
"13665","3","1711.66","16.147736"
"17750","9","1710.45","9.295924"
"12405","1","1710.39","31.673889"
"13104","9","1709.10","56.970000"
"17731","6","1708.99","17.262525"
"15607","9","1708.97","15.678624"
"15947","1","1708.24","58.904828"
"12407","5","1708.12","22.183377"
"16902","1","1706.88","38.792727"
"13309","6","1706.37","13.125923"
"16398","2","1705.80","20.802439"
"14859","5","1705.64","25.843030"
"12693","7","1703.02","21.557215"
"15326","5","1700.52","13.182326"
"15911","8","1700.24","6.590078"
"16768","9","1698.57","10.550124"
"12932","8","1698.56","17.879579"
"17813","5","1698.07","4.879511"
"17694","3","1695.97","20.937901"
"16899","8","1695.77","9.802139"
"16010","11","1694.86","5.864567"
"15976","6","1694.41","4.482566"
"12764","1","1693.88","37.641778"
"14245","2","1693.45","15.680093"
"16671","3","1692.27","282.045000"
"13838","10","1690.07","4.193722"
"13294","3","1689.53","16.564020"
"13566","5","1688.60","4.613661"
"16725","14","1688.26","4.851322"
"12813","3","1687.80","37.506667"
"12775","7","1686.12","20.816296"
"13516","4","1685.26","27.627213"
"14643","5","1679.89","27.095000"
"15551","7","1679.81","11.746923"
"13800","3","1679.56","23.007671"
"12870","3","1676.95","18.031720"
"14831","3","1676.57","20.445976"
"13149","4","1676.06","19.489070"
"17656","5","1674.69","20.423049"
"13587","4","1673.50","55.783333"
"13308","4","1670.37","23.526338"
"13417","6","1669.49","21.681688"
"13184","10","1668.95","9.323743"
"17534","5","1668.83","18.139457"
"13434","5","1666.86","47.624571"
"13064","6","1666.84","17.923011"
"15192","5","1666.39","18.311978"
"17321","6","1665.21","6.144686"
"16329","4","1664.92","16.008846"
"12912","5","1662.30","69.262500"
"15214","8","1661.44","15.104000"
"15649","4","1660.35","150.940909"
"14583","8","1660.29","3.578211"
"18096","6","1657.87","4.240077"
"18276","6","1656.52","17.622553"
"17041","6","1655.20","13.136508"
"16625","5","1654.03","16.707374"
"16813","10","1652.18","3.878357"
"12911","1","1651.72","6.998814"
"16634","6","1649.81","19.877229"
"12657","4","1643.18","34.961277"
"14420","4","1639.17","17.625484"
"12933","8","1636.63","5.663080"
"12398","1","1635.66","19.243059"
"17006","8","1635.27","12.676512"
"15310","1","1634.64","36.325333"
"18062","6","1632.67","30.234630"
"14164","2","1631.77","56.267931"
"18136","5","1631.36","18.538182"
"17571","5","1630.91","5.018185"
"14904","4","1630.49","11.563759"
"16256","3","1629.37","56.185172"
"13554","7","1629.35","8.313010"
"15167","5","1627.62","5.354013"
"14759","3","1625.97","15.940882"
"13154","3","1624.84","17.471398"
"15172","5","1624.05","14.764091"
"14937","3","1621.88","47.702353"
"12379","4","1620.22","20.002716"
"15422","7","1619.97","13.499750"
"12577","8","1617.10","5.426510"
"16224","5","1616.54","13.935690"
"14336","4","1614.91","17.943444"
"15013","10","1610.82","4.737706"
"16860","3","1610.62","37.456279"
"13900","6","1610.59","16.953579"
"17814","2","1609.37","11.254336"
"12847","2","1609.00","13.521008"
"13249","9","1608.93","45.969429"
"14920","3","1607.17","16.568763"
"12947","6","1603.99","16.535979"
"17515","9","1602.51","8.952570"
"15325","8","1601.46","7.149375"
"14178","7","1600.26","5.032264"
"14885","3","1598.12","51.552258"
"12514","2","1597.76","19.020952"
"15134","10","1596.29","18.779882"
"17853","3","1596.29","15.202762"
"13850","1","1595.48","17.155699"
"13239","5","1594.69","17.147204"
"16801","4","1594.23","21.256400"
"17028","3","1593.83","16.777158"
"15289","5","1593.09","16.423608"
"17540","6","1590.60","24.853125"
"16092","6","1587.94","17.643778"
"17345","10","1586.63","7.591531"
"13156","3","1586.54","15.255192"
"16096","4","1584.97","24.014697"
"13740","5","1582.77","16.837979"
"17867","15","1582.05","12.169615"
"14719","5","1581.84","6.731234"
"15279","5","1580.54","16.814255"
"13202","7","1580.30","22.902899"
"14587","9","1580.29","4.259542"
"13752","7","1579.83","16.806702"
"12607","1","1579.51","15.638713"
"17222","6","1579.51","14.102768"
"17649","3","1578.89","16.111122"
"13186","3","1575.89","19.947975"
"12549","6","1575.68","32.156735"
"13337","1","1575.26","18.106437"
"14489","4","1574.93","15.749300"
"16099","7","1573.20","22.800000"
"17886","6","1572.55","9.473193"
"14136","5","1570.81","14.818962"
"14198","9","1569.73","17.249780"
"13539","7","1569.36","18.248372"
"17624","4","1568.63","16.171443"
"16774","8","1567.48","11.965496"
"17235","8","1562.98","17.561573"
"13939","7","1560.96","14.190545"
"15466","4","1560.46","5.955954"
"12629","2","1558.22","34.627111"
"14236","5","1555.34","33.092340"
"16394","5","1555.34","18.739036"
"15149","5","1554.61","22.530580"
"18149","7","1553.96","17.076484"
"13360","4","1553.65","23.540152"
"14078","9","1553.47","10.496419"
"15074","3","1553.13","21.571250"
"13377","2","1552.88","19.908718"
"17851","6","1552.35","6.691164"
"17323","12","1551.04","4.685921"
"14987","8","1550.65","103.376667"
"14186","5","1550.63","14.909904"
"16366","4","1548.13","19.847821"
"17454","10","1547.94","12.285238"
"14754","6","1547.93","11.381838"
"16461","3","1545.83","6.134246"
"16790","6","1545.62","16.619570"
"16017","5","1545.58","11.889077"
"18036","11","1545.49","4.740767"
"15732","10","1543.97","15.595657"
"16915","11","1543.18","20.853784"
"13783","4","1542.09","154.209000"
"12818","1","1542.08","110.148571"
"17837","8","1541.23","9.513765"
"13310","5","1541.20","16.223158"
"15987","8","1535.99","9.088698"
"15798","3","1535.37","18.498434"
"14695","3","1534.22","18.710000"
"18252","7","1533.69","11.445448"
"16491","2","1533.16","17.622529"
"14567","2","1530.36","46.374545"
"15701","4","1529.00","6.647826"
"17990","6","1527.61","26.800175"
"12926","4","1523.97","5.816679"
"16244","2","1522.75","16.733516"
"15587","7","1522.08","108.720000"
"16066","5","1521.04","15.059802"
"14055","3","1520.96","46.089697"
"14264","6","1517.36","19.207089"
"14068","4","1516.72","14.043704"
"14267","3","1516.24","27.568000"
"13791","2","1516.00","137.818182"
"14220","4","1515.00","39.868421"
"14682","6","1514.81","17.614070"
"17764","5","1513.57","10.158188"
"17610","5","1511.94","9.817792"
"17977","2","1511.45","14.533173"
"16037","5","1509.34","21.258310"
"15948","3","1509.09","15.885158"
"16910","8","1508.96","2.768734"
"13158","5","1508.18","15.081800"
"15261","4","1508.00","16.391304"
"17179","6","1507.26","9.539620"
"18022","5","1507.25","3.546471"
"15110","6","1505.85","28.412264"
"16450","3","1505.73","35.016977"
"14802","2","1502.98","751.490000"
"13810","3","1499.01","42.828857"
"16714","4","1497.33","13.612091"
"15590","5","1496.60","17.202299"
"16340","3","1496.24","4.191148"
"15173","7","1494.60","17.379070"
"14894","3","1492.81","32.452391"
"16239","6","1492.20","42.634286"
"16314","3","1491.40","24.054839"
"18268","6","1490.23","22.242239"
"13042","3","1488.59","8.090163"
"17290","8","1487.96","7.591633"
"14609","10","1486.20","114.323077"
"16654","8","1484.07","20.055000"
"15630","3","1481.40","18.517500"
"15101","6","1477.94","25.481724"
"13240","8","1475.79","7.342239"
"14246","3","1474.06","19.654133"
"16907","9","1470.89","7.037751"
"17590","3","1468.02","7.489898"
"13500","4","1466.30","17.250588"
"16419","8","1463.70","16.263333"
"12882","2","1463.04","112.541538"
"16586","3","1462.78","52.242143"
"18196","4","1457.19","5.260614"
"16835","6","1456.66","17.764146"
"14829","7","1455.87","15.998571"
"15071","4","1455.56","26.954815"
"16569","5","1455.23","41.578000"
"13649","6","1453.68","13.460000"
"12970","10","1453.60","4.213333"
"17259","6","1452.39","6.314739"
"13165","3","1451.16","29.615510"
"13361","2","1450.50","42.661765"
"14657","6","1450.19","6.938708"
"16121","5","1450.04","4.215233"
"15876","2","1449.14","131.740000"
"13023","3","1449.03","19.066184"
"15076","3","1447.74","18.096750"
"17582","5","1446.95","11.860246"
"17073","4","1446.09","8.310862"
"13583","2","1445.03","15.210842"
"15636","4","1444.58","25.343509"
"17175","4","1443.69","22.915714"
"17734","6","1442.32","16.771163"
"18106","6","1441.06","7.544817"
"18066","3","1440.40","27.177358"
"13543","2","1439.61","30.630000"
"14071","8","1437.57","4.450681"
"16088","2","1437.43","239.571667"
"13278","4","1435.85","13.294907"
"12805","4","1434.95","24.740517"
"16140","3","1433.46","22.397813"
"12389","3","1433.33","29.251633"
"17941","4","1433.28","204.754286"
"13531","6","1433.07","19.107600"
"13475","4","1431.78","16.648605"
"15427","3","1430.54","4.899110"
"15468","3","1430.48","17.881000"
"14684","6","1430.03","2.942449"
"13159","4","1429.35","11.911250"
"15889","8","1427.60","4.742857"
"14412","3","1426.19","16.978452"
"17411","5","1425.38","19.005067"
"18221","6","1424.94","16.963571"
"16980","3","1422.83","13.422925"
"17438","5","1422.77","20.039014"
"15106","5","1422.52","14.225200"
"16463","4","1422.40","17.346341"
"14019","3","1421.61","21.539545"
"15799","4","1421.34","9.229481"
"16173","6","1418.32","16.884762"
"17856","4","1418.03","94.535333"
"15223","5","1417.95","41.704412"
"16245","3","1413.66","15.707333"
"17496","4","1412.89","19.623472"
"15237","4","1412.32","14.265859"
"16848","4","1411.62","16.607294"
"15444","2","1411.21","6.594439"
"16906","7","1410.92","6.624038"
"17714","5","1410.18","17.409630"
"17545","6","1409.86","5.422538"
"16854","2","1408.96","18.786133"
"13049","4","1408.24","54.163077"
"12695","7","1407.12","23.849492"
"15652","5","1405.94","13.783725"
"14909","3","1404.68","17.558500"
"12765","6","1404.58","20.655588"
"18189","3","1403.73","16.322442"
"15186","5","1403.20","26.984615"
"13259","9","1402.54","4.480958"
"14687","3","1402.06","35.051500"
"18202","3","1396.99","20.543971"
"16129","3","1396.05","14.542188"
"15322","2","1390.86","16.757349"
"15141","7","1388.47","17.355875"
"12952","4","1387.79","17.566962"
"13382","5","1387.58","16.134651"
"15996","7","1386.40","8.013873"
"16167","5","1386.12","22.001905"
"18167","3","1384.86","37.428649"
"13572","1","1384.25","41.946970"
"14116","5","1382.74","19.204722"
"16389","4","1382.07","40.649118"
"14861","10","1380.73","16.055000"
"15751","11","1380.44","10.618769"
"13821","6","1379.08","6.760196"
"17878","3","1378.93","16.816220"
"13074","4","1378.74","47.542759"
"12886","2","1378.40","16.809756"
"16727","4","1377.77","6.720829"
"14853","5","1376.87","44.415161"
"14662","7","1376.43","5.783319"
"15580","8","1375.39","6.112844"
"13579","5","1374.34","16.967160"
"14265","4","1373.35","17.384177"
"14434","6","1372.80","114.400000"
"15453","7","1371.77","4.916738"
"14538","5","1370.84","26.362308"
"13155","6","1370.48","12.236429"
"14316","5","1370.34","44.204516"
"12533","2","1367.89","18.998472"
"16300","3","1367.32","5.745042"
"13035","3","1364.20","32.480952"
"14577","7","1364.15","7.495330"
"14114","7","1364.09","18.433649"
"13760","5","1363.64","11.459160"
"16588","4","1361.28","19.172958"
"13396","2","1360.99","31.650930"
"13919","4","1360.68","17.671169"
"16384","4","1358.95","16.777160"
"17150","6","1357.95","14.760326"
"17429","5","1357.46","14.289053"
"12875","5","1356.99","169.623750"
"17054","5","1356.33","16.341325"
"15116","4","1352.75","30.061111"
"16079","3","1352.00","64.380952"
"16367","3","1350.48","6.055964"
"17025","5","1349.67","36.477568"
"14847","3","1348.95","21.757258"
"15411","4","1348.93","13.764592"
"16669","3","1348.88","8.646667"
"12646","2","1346.97","29.932667"
"14320","5","1346.75","16.626543"
"13639","2","1346.27","22.818136"
"15398","2","1345.53","18.431918"
"12426","2","1345.21","17.470260"
"14550","4","1345.06","13.866598"
"12463","4","1344.78","16.202169"
"15154","3","1343.72","7.767168"
"14618","7","1342.32","26.320000"
"18085","4","1341.85","21.642742"
"13743","7","1341.60","32.721951"
"17499","2","1341.39","18.892817"
"17951","4","1340.58","47.877857"
"12620","3","1339.41","14.558804"
"12711","2","1339.05","22.317500"
"12591","3","1338.95","19.690441"
"13803","3","1338.91","17.165513"
"13506","5","1338.08","16.519506"
"13220","5","1336.09","25.209245"
"12919","6","1335.19","26.703800"
"17033","4","1332.79","33.319750"
"17932","3","1331.57","14.795222"
"14899","1","1331.38","10.320775"
